A1-VERB-63,A1,,gefallen [sound:googletts-dbb1e957-ccb3f1dd-67e89d48-7b5aabbd-2b9628e8.mp3],like,,ich gefalle&nbsp;<div>du gefällst&nbsp;</div><div>er/sie/es gefällt&nbsp;</div><div>wir gefallen&nbsp;</div><div>ihr gefallt&nbsp;</div><div>Sie gefallen</div>,ich gefiel&nbsp;<div>du gefielst&nbsp;</div><div>er/sie/es gefiel&nbsp;</div><div>wir gefielen&nbsp;</div><div>ihr gefielt&nbsp;</div><div>Sie gefielen</div>,ich werde gefallen&nbsp;<div>du wirst gefallen&nbsp;</div><div>er/sie/es wird gefallen&nbsp;</div><div>wir werden gefallen&nbsp;</div><div>ihr werdet gefallen&nbsp;</div><div>Sie werden gefallen</div>,ich habe gefallen&nbsp;<div>du hast gefallen&nbsp;</div><div>er/sie/es hat gefallen&nbsp;</div><div>wir haben gefallen&nbsp;</div><div>ihr habt gefallen&nbsp;</div><div>Sie haben gefallen</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to like [sound:googletts-b270ace1-9e6b8090-ad4e3a0e-b36682a4-b3a33cbc.mp3],I like that. [sound:googletts-77277bbd-74283108-b0070d4a-809bf073-4b61cb43.mp3],Das gefällt mir. [sound:googletts-dd689a67-c79a0b28-b400fd3e-dbc5fb56-315ba90c.mp3],
A1-VERB-64,A1,,gehen [sound:googletts-45973909-168a41b2-41197e9d-bf13db79-6e8a4ed8.mp3],go,,ich gehe&nbsp;<div>du gehst&nbsp;</div><div>er/sie/es geht&nbsp;</div><div>wir gehen&nbsp;</div><div>ihr geht&nbsp;</div><div>Sie gehen</div>,ich ging&nbsp;<div>du gingst&nbsp;</div><div>er/sie/es ging&nbsp;</div><div>wir gingen&nbsp;</div><div>ihr gingt&nbsp;</div><div>Sie gingen</div>,ich werde gehen&nbsp;<div>du wirst gehen&nbsp;</div><div>er/sie/es wird gehen&nbsp;</div><div>wir werden gehen&nbsp;</div><div>ihr werdet gehen&nbsp;</div><div>Sie werden gehen</div>,ich bin gegangen&nbsp;<div>du bistgegangen&nbsp;</div><div>er/sie/es ist gegangen&nbsp;</div><div>wir sind gegangen&nbsp;</div><div>ihr seid gegangen&nbsp;</div><div>Sie sindgegangen</div>,sein [sound:googletts-1e0bb217-bfaa5681-6faf3aef-7d74ead6-bf046ba2.mp3],to go [sound:googletts-f76b2942-4c222413-db6d3270-31006e33-8c92482e.mp3],I do not know how to do it. [sound:googletts-0afbca0c-9d1d3a3c-b1036ed9-90c8f9e5-d9552d53.mp3],"Ich weiß nicht, wie das geht. [sound:googletts-391326ff-a4e0cacc-6b2f12f5-8f2c0395-6236c44e.mp3]",
A1-VERB-65,A1,,gehören [sound:googletts-b547d4f9-076cc18b-83531ef5-838b976e-6dd4b1b8.mp3],own,,ich gehöre&nbsp;<div>du gehörst&nbsp;</div><div>er/sie/es gehört&nbsp;</div><div>wir gehören&nbsp;</div><div>ihr gehört&nbsp;</div><div>Sie gehören</div>,ich gehörte&nbsp;<div>du gehörtest&nbsp;</div><div>er/sie/es gehörte&nbsp;</div><div>wir gehörten&nbsp;</div><div>ihr gehörtet&nbsp;</div><div>Sie gehörten</div>,ich werde gehören&nbsp;<div>du wirst gehören&nbsp;</div><div>er/sie/es wird gehören&nbsp;</div><div>wir werden gehören&nbsp;</div><div>ihr werdet gehören&nbsp;</div><div>Sie werden gehören</div>,ich habe gehört&nbsp;<div>du hast gehört&nbsp;</div><div>er/sie/es hat gehört&nbsp;</div><div>wir haben gehört&nbsp;</div><div>ihr habt gehört&nbsp;</div><div>Sie haben gehört</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to own [sound:googletts-c815070d-e66c277c-ee558a37-4cb314df-5ae02eab.mp3],Who owns it? [sound:googletts-826c0a8c-e54a7a06-bd3ffe92-995c9a11-9ea83ad1.mp3],Wem gehört das? [sound:googletts-48aeb790-cd70af19-9e8db4d3-69d45a16-512e3c65.mp3],
A1-VERB-66,A1,,gestorben [sound:googletts-bfed2575-83fbfbc8-4f08d5c8-6c413c0a-1cf06fa3.mp3],die,,ich sterbe&nbsp;<div>du stirbst&nbsp;</div><div>er/sie/es stirbt&nbsp;</div><div>wir sterben&nbsp;</div><div>ihr sterbt&nbsp;</div><div>Sie sterben</div>,ich starb&nbsp;<div>du starbst&nbsp;</div><div>er/sie/es starb&nbsp;</div><div>wir starben&nbsp;</div><div>ihr starbt&nbsp;</div><div>Sie starben</div>,ich werde sterben&nbsp;<div>du wirst sterben&nbsp;</div><div>er/sie/es wird sterben</div><div>wir werden sterben&nbsp;</div><div>ihr werdet sterben&nbsp;</div><div>Sie werden sterben</div>,ich bin gestorben&nbsp;<div>du bist gestorben&nbsp;</div><div>er/sie/es ist gestorben&nbsp;</div><div>wir sind gestorben&nbsp;</div><div>ihr seid gestorben&nbsp;</div><div>Sie sind gestorben</div>,sein [sound:googletts-1e0bb217-bfaa5681-6faf3aef-7d74ead6-bf046ba2.mp3],to die [sound:googletts-b8592b7a-221c7c41-35f00491-d8168f6c-4535a4b2.mp3],My wife died yesterday. [sound:googletts-3d9cd20a-ead75972-ef9d7deb-0c364361-7ffd4f9c.mp3],Meine Frau ist gestern gestorben. [sound:googletts-29ea7a9c-fa2f1d69-4c52b0e6-b4af4291-95eddaa2.mp3],
A1-VERB-67,A1,,gewinnen [sound:googletts-1eafae3b-c40b7b18-15a10182-4b86a753-386ee8de.mp3],win,,ich gewinne&nbsp;<div>du gewinnst</div><div>er/sie/es gewinnt&nbsp;</div><div>wir gewinnen&nbsp;</div><div>ihr gewinnt&nbsp;</div><div>Sie gewinnen</div>,ich gewann&nbsp;<div>du gewannst&nbsp;</div><div>er/sie/es gewann&nbsp;</div><div>wir gewannen&nbsp;</div><div>ihr gewannt&nbsp;</div><div>Sie gewannen</div>,ich werde gewinnen&nbsp;<div>du wirst gewinnen&nbsp;</div><div>er/sie/es wird gewinnen&nbsp;</div><div>wir werden gewinnen&nbsp;</div><div>ihr werdet gewinnen&nbsp;</div><div>Sie werden gewinnen</div>,ich habe gewonnen&nbsp;<div>du hast gewonnen&nbsp;</div><div>er/sie/es hat gewonnen&nbsp;</div><div>wir haben gewonnen&nbsp;</div><div>ihr habt gewonnen&nbsp;</div><div>Sie haben gewonnen</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to win [sound:googletts-156a3b2c-59ec76a8-944a3746-eb55716c-96217479.mp3],Who is winning the game? [sound:googletts-500057c5-e4534942-cc9b752d-463990e7-009c3cea.mp3],Wer gewinnt das Spiel? [sound:googletts-df7ae581-af8d1059-b5ca032f-396fe9e2-35703877.mp3],
A1-VERB-68,A1,,glauben [sound:googletts-c703edb1-6a999bf7-45082850-7d67f996-2c2c11a2.mp3],think,,ich glaube&nbsp;<div>du glaubst&nbsp;</div><div>er/sie/es glaubt&nbsp;</div><div>wir glauben&nbsp;</div><div>ihr glaubt&nbsp;</div><div>Sie glauben</div>,ich glaubte&nbsp;<div>du glaubtest&nbsp;</div><div>er/sie/es glaubte&nbsp;</div><div>wir glaubten&nbsp;</div><div>ihr glaubtet&nbsp;</div><div>Sie glaubten</div>,ich werde glauben&nbsp;<div>du wirst glauben&nbsp;</div><div>er/sie/es wird glauben&nbsp;</div><div>wir werden glauben&nbsp;</div><div>ihr werdet glauben&nbsp;</div><div>Sie werden glauben</div>,ich habe geglaubt&nbsp;<div>du hast geglaubt&nbsp;</div><div>er/sie/es hat geglaubt&nbsp;</div><div>wir haben geglaubt&nbsp;</div><div>ihr habt geglaubt&nbsp;</div><div>Sie haben geglaubt</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to think [sound:googletts-5e838a94-bdadeda6-03012c9f-a829cffb-4082b2dc.mp3],"You can believe me, it is so. [sound:googletts-19f4d93c-05d72204-79ee8fd0-2337b1f7-e57480b4.mp3]","Sie können mir glauben, es ist so. [sound:googletts-60b6416e-31f2ba9b-43ed8fd0-10514ba8-b4ec8026.mp3]",
A1-VERB-69,A1,,gratulieren [sound:googletts-798174ea-0b85b180-04d0be01-122703bc-b0c3b6c3.mp3],congratulate,,ich gratuliere&nbsp;<div>du gratulierst&nbsp;</div><div>er/sie/es gratuliert&nbsp;</div><div>wir gratulieren&nbsp;</div><div>ihr gratuliert&nbsp;</div><div>Sie gratulieren</div>,ich gratulierte&nbsp;<div>du gratuliertest&nbsp;</div><div>er/sie/es gratulierte&nbsp;</div><div>wir gratulierten&nbsp;</div><div>ihr gratuliertet&nbsp;</div><div>Sie gratulierten</div>,ich werde gratulieren&nbsp;<div>du wirst gratulieren&nbsp;</div><div>er/sie/es wird gratulieren&nbsp;</div><div>wir werden gratulieren&nbsp;</div><div>ihr werdet gratulieren&nbsp;</div><div>Sie werden gratulieren</div>,ich habe gratuliert&nbsp;<div>du hast gratuliert&nbsp;</div><div>er/sie/es hat gratuliert&nbsp;</div><div>wir haben gratuliert&nbsp;</div><div>ihr habt gratuliert&nbsp;</div><div>Sie haben gratuliert</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to congratulate [sound:googletts-63d7e1e8-4f008d47-35069601-acf6b98a-034a7902.mp3],I congratulate you! [sound:googletts-3e4d8b9a-7bf568d4-eb8b94d5-f905efe0-0f6a09a6.mp3],Ich gratuliere dir! [sound:googletts-18d20b50-cfb3e8fe-42e9e230-4ce70326-9b7b9146.mp3],
A1-VERB-70,A1,,grillen [sound:googletts-f0229623-4c5a63c4-1d8ba4f7-19e59bd6-5fee8bfc.mp3],grill,,ich grille&nbsp;<div>du grillst&nbsp;</div><div>er/sie/es grillt&nbsp;</div><div>wir grillen&nbsp;</div><div>ihr grillt&nbsp;</div><div>Sie grillen</div>,ich grillte&nbsp;<div>du grilltest&nbsp;</div><div>er/sie/es grillte&nbsp;</div><div>wir grillten&nbsp;</div><div>ihr grilltet&nbsp;</div><div>Sie grillten</div>,ich werde grillen&nbsp;<div>du wirst grillen&nbsp;</div><div>er/sie/es wird grillen&nbsp;</div><div>wir werden grillen&nbsp;</div><div>ihr werdet grillen&nbsp;</div><div>Sie werden grillen</div>,ich habe gegrillt&nbsp;<div>du hast gegrillt&nbsp;</div><div>er/sie/es hat gegrillt&nbsp;</div><div>wir haben gegrillt&nbsp;</div><div>ihr habt gegrillt&nbsp;</div><div>Sie haben gegrillt</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to grill [sound:googletts-fbaca9ab-00d06cdb-3b425e46-3b727bf4-7a302bb3.mp3],Today we barbecue in the garden. [sound:googletts-2950740f-9608aadc-7d9a7fa7-a8707a0d-a04d0d82.mp3],Heute grillen wir im Garten. [sound:googletts-d9485ff4-4ff379b0-11f7d0cb-d7476a40-949e46f2.mp3],
A1-VERB-71,A1,,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],have,,ich habe&nbsp;<div>du hast&nbsp;</div><div>er/sie/es hat&nbsp;</div><div>wir haben&nbsp;</div><div>ihr habt&nbsp;</div><div>Sie haben</div>,ich hatte&nbsp;<div>du hattest&nbsp;</div><div>er/sie/es hatte&nbsp;</div><div>wir hatten&nbsp;</div><div>ihr hattet&nbsp;</div><div>Sie hatten</div>,ich werde haben&nbsp;<div>du wirst haben&nbsp;</div><div>er/sie/es wird haben&nbsp;</div><div>wir werden haben&nbsp;</div><div>ihr werdet haben&nbsp;</div><div>Sie werden haben</div>,ich habe gehabt&nbsp;<div>du hast gehabt&nbsp;</div><div>er/sie/es hat gehabt&nbsp;</div><div>wir haben gehabt&nbsp;</div><div>ihr habt gehabt&nbsp;</div><div>Sie haben gehabt</div>,haben,to have [sound:googletts-737c4f20-febe9a7e-94fa8047-afbbc2fb-43917217.mp3],I have a new car. [sound:googletts-f6ac685e-b898a18f-c4187831-0c4c9555-4c01a4e4.mp3],Ich habe ein neues Auto. [sound:googletts-1347d41a-841ed62d-6018f2c1-18fde0fc-d7f591df.mp3],
A1-VERB-72,A1,,halten [sound:googletts-8e3f6910-1938a7f5-722f67cf-03db5476-32647ef8.mp3],stop,,ich halte&nbsp;<div>du hältst&nbsp;</div><div>er/sie/es hält&nbsp;</div><div>wir halten&nbsp;</div><div>ihr haltet&nbsp;</div><div>Sie halten</div>,ich hielt&nbsp;<div>du hieltst&nbsp;</div><div>er/sie/es hielt&nbsp;</div><div>wir hielten&nbsp;</div><div>ihr hieltet&nbsp;</div><div>Sie hielten</div>,ich werde halten&nbsp;<div>du wirst halten&nbsp;</div><div>er/sie/es wird halten&nbsp;</div><div>wir werden halten&nbsp;</div><div>ihr werdet halten&nbsp;</div><div>Sie werden halten</div>,ich habe gehalten&nbsp;<div>du hast gehalten&nbsp;</div><div>er/sie/es hat gehalten&nbsp;</div><div>wir haben gehalten&nbsp;</div><div>ihr habt gehalten&nbsp;</div><div>Sie haben gehalten</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to stop [sound:googletts-de134903-2396090d-d9a84f65-1e40f632-e6fba143.mp3],This train does not stop in Rudesheim. [sound:googletts-ff43cea6-23c29aa5-f0a31902-a979e410-f9faecf4.mp3],Dieser Zug hält nicht in Rüdesheim. [sound:googletts-21d91b61-141513ad-a8ac893a-8d0d6deb-9f098931.mp3],
A1-VERB-73,A1,,heiraten [sound:googletts-45a7404a-3d73967d-e6e00c78-f0cc355c-78953c76.mp3],marry,,ich heirate&nbsp;<div>du heiratest&nbsp;</div><div>er/sie/es heiratet&nbsp;</div><div>wir heiraten&nbsp;</div><div>ihr heiratet&nbsp;</div><div>Sie heiraten</div>,ich heiratete&nbsp;<div>du heiratetest&nbsp;</div><div>er/sie/es heiratete&nbsp;</div><div>wir heirateten&nbsp;</div><div>ihr heiratetet&nbsp;</div><div>Sie heirateten</div>,ich werde heiraten&nbsp;<div>du wirst heiraten&nbsp;</div><div>er/sie/es wird heiraten&nbsp;</div><div>wir werden heiraten&nbsp;</div><div>ihr werdet heiraten&nbsp;</div><div>Sie werden heiraten</div>,ich habe geheiratet&nbsp;<div>du hast geheiratet&nbsp;</div><div>er/sie/es hat geheiratet&nbsp;</div><div>wir haben geheiratet&nbsp;</div><div>ihr habt geheiratet&nbsp;</div><div>Sie haben geheiratet</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to marry [sound:googletts-abc2d655-fe62106a-9ac55bc9-5058394b-3fdc4339.mp3],My sister married a Japanese man. [sound:googletts-551e9893-c3727eb7-d746b442-c97929af-8d56e0b7.mp3],Meine Schwester heiratet einen Japaner. [sound:googletts-df02e6fb-ccbac629-394ed9d0-79645c66-d3ecdfe9.mp3],
A1-VERB-74,A1,,heißen [sound:googletts-98204bff-fa666e98-29816e6b-90fc0d14-8aa5d042.mp3],name,,ich heiße&nbsp;<div>du heißt&nbsp;</div><div>er/sie/es heißt&nbsp;</div><div>wir heißen&nbsp;</div><div>ihr heißt&nbsp;</div><div>Sie heißen</div>,ich hieß&nbsp;<div>du hießest&nbsp;</div><div>er/sie/es hieß&nbsp;</div><div>wir hießen&nbsp;</div><div>ihr hießt</div><div>&nbsp;Sie hießen</div>,ich werde heißen&nbsp;<div>du wirst heißen&nbsp;</div><div>er/sie/es wird heißen&nbsp;</div><div>wir werden heißen&nbsp;</div><div>ihr werdet heißen&nbsp;</div><div>Sie werden heißen</div>,ich habe geheißen&nbsp;<div>du hast geheißen&nbsp;</div><div>er/sie/es hat geheißen&nbsp;</div><div>wir haben geheißen&nbsp;</div><div>ihr habt geheißen&nbsp;</div><div>Sie haben geheißen</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to name [sound:googletts-3b60d0d6-5d2a6bcc-62786caf-150166c8-73b4a27c.mp3],My name is Charlotte Meier. [sound:googletts-681ba2ca-32176370-084f5fde-f391c1a0-7eee0b99.mp3],Ich heiße Charlotte Meier. [sound:googletts-b80adc81-a9d39a82-fa22b205-0f803988-228cc9c9.mp3],
A1-VERB-75,A1,,helfen [sound:googletts-b7b549b0-c50ddd28-039d7af6-8e0eb6bd-f2d3240c.mp3],help,,ich helfe&nbsp;<div>du hilfst&nbsp;</div><div>er/sie/es hilft&nbsp;</div><div>wir helfen&nbsp;</div><div>ihr helft&nbsp;</div><div>Sie helfen</div>,ich half&nbsp;<div>du halfst&nbsp;</div><div>er/sie/es half&nbsp;</div><div>wir halfen</div><div>ihr halft&nbsp;</div><div>Sie halfen</div>,ich werde helfen&nbsp;<div>du wirst helfen&nbsp;</div><div>er/sie/es wird helfen&nbsp;</div><div>wir werden helfen&nbsp;</div><div>ihr werdet helfen&nbsp;</div><div>Sie werden helfen</div>,ich habe geholfen&nbsp;<div>du hast geholfen&nbsp;</div><div>er/sie/es hat geholfen&nbsp;</div><div>wir haben geholfen&nbsp;</div><div>ihr habt geholfen&nbsp;</div><div>Sie haben geholfen</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to help [sound:googletts-e727b579-1a896916-ded25421-ab427026-375cf78c.mp3],"Could you help me, please? [sound:googletts-82799e02-87cd0059-d91ef049-61696260-42f59440.mp3]","Können Sie mir helfen, bitte? [sound:googletts-079a2866-e0a71b50-785c42b5-ed1a69a1-c4b4f125.mp3]",
A1-VERB-76,A1,,holen [sound:googletts-45dbd5fc-26f6fe64-db963b68-a4c8b071-37adb5c0.mp3],get or fetch,,ich hole&nbsp;<div>du holst&nbsp;</div><div>er/sie/es holt&nbsp;</div><div>wir holen&nbsp;</div><div>ihr holt&nbsp;</div><div>Sie holen</div>,ich holte&nbsp;<div>du holtest&nbsp;</div><div>er/sie/es holte&nbsp;</div><div>wir holten&nbsp;</div><div>ihr holtet&nbsp;</div><div>Sie holten</div>,ich werde holen&nbsp;<div>du wirst holen&nbsp;</div><div>er/sie/es wird holen&nbsp;</div><div>wir werden holen&nbsp;</div><div>ihr werdet holen&nbsp;</div><div>Sie werden holen</div>,ich habe geholt&nbsp;<div>du hast geholt&nbsp;</div><div>er/sie/es hat geholt&nbsp;</div><div>wir haben geholt&nbsp;</div><div>ihr habt geholt&nbsp;</div><div>Sie haben geholt</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to get or fetch&nbsp;[sound:googletts-43e93dc6-47f97347-95dc7a65-e12fbc17-f5ade284.mp3],I'll get two bottles of water from the kitchen. [sound:googletts-521c8baf-db29159d-0919f87a-6528ffe7-b4a337a3.mp3],Ich hole zwei Flaschen Wasser aus der Küche. [sound:googletts-f1610233-e76f46bf-64e5b050-150dba86-6adddb24.mp3],
A1-VERB-77,A1,,hören [sound:googletts-7bf0a59e-f1d0e2e6-5fc85322-02f68eae-b2be1fb7.mp3],listen,,ich höre&nbsp;<div>du hörst&nbsp;</div><div>er/sie/es hört&nbsp;</div><div>wir hören&nbsp;</div><div>ihr hört&nbsp;</div><div>Sie hören</div>,ich hörte&nbsp;<div>du hörtest&nbsp;</div><div>er/sie/es hörte&nbsp;</div><div>wir hörten&nbsp;</div><div>ihr hörtet&nbsp;</div><div>Sie hörten</div>,ich werde hören&nbsp;<div>du wirst hören&nbsp;</div><div>er/sie/es wird hören&nbsp;</div><div>wir werden hören&nbsp;</div><div>ihr werdet hören&nbsp;</div><div>Sie werden hören</div>,ich habe gehört&nbsp;<div>du hast gehört&nbsp;</div><div>er/sie/es hat gehört&nbsp;</div><div>wir haben gehört&nbsp;</div><div>ihr habt gehört&nbsp;</div><div>Sie haben gehört</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to listen [sound:googletts-91d29ab3-3b51dff1-1e1f91fb-063430aa-81b10e2c.mp3],Now listen! What's this? [sound:googletts-9dedc9b7-ed6e8ea8-635bdf07-b7793060-4c1fde10.mp3],Hör mal! Was ist das? [sound:googletts-1a179daf-546f453d-c5be49af-348d6513-18f205cc.mp3],
A1-VERB-78,A1,,kaufen [sound:googletts-a6631483-6a657ed4-fc1a3de3-3312426f-b0604e9b.mp3],buy,,ich kaufe&nbsp;<div>du kaufst&nbsp;</div><div>er/sie/es kauft&nbsp;</div><div>wir kaufen&nbsp;</div><div>ihr kauft&nbsp;</div><div>Sie kaufen</div>,ich kaufte&nbsp;<div>du kauftest&nbsp;</div><div>er/sie/es kaufte&nbsp;</div><div>wir kauften&nbsp;</div><div>ihr kauftet&nbsp;</div><div>Sie kauften</div>,ich werde kaufen&nbsp;<div>du wirst kaufen&nbsp;</div><div>er/sie/es wird kaufen&nbsp;</div><div>wir werden kaufen&nbsp;</div><div>ihr werdet kaufen&nbsp;</div><div>Sie werden kaufen</div>,ich habe gekauft&nbsp;<div>du hast gekauft&nbsp;</div><div>er/sie/es hat gekauft&nbsp;</div><div>wir haben gekauft&nbsp;</div><div>ihr habt gekauft&nbsp;</div><div>Sie haben gekauft</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to buy [sound:googletts-7ef77d07-82bbef34-b1150519-5da8f583-b7c3fcd4.mp3],Tim buys a new car. [sound:googletts-cf7871f0-91c0589b-2bad3b32-4f7b3b9f-1da436cc.mp3],Tim kauft sich ein neues Auto. [sound:googletts-408e5b47-0607f970-79a17147-bf0e5119-5eb95037.mp3],
A1-VERB-79,A1,,kennen [sound:googletts-96714f57-ae75fad1-fb88afc4-09fae065-f06786e3.mp3],know or be aware of,,ich kenne&nbsp;<div>du kennst&nbsp;</div><div>er/sie/es kennt&nbsp;</div><div>wir kennen&nbsp;</div><div>ihr kennt&nbsp;</div><div>Sie kennen</div>,ich kannte&nbsp;<div>du kanntest&nbsp;</div><div>er/sie/es kannte&nbsp;</div><div>wir kannten&nbsp;</div><div>ihr kanntet&nbsp;</div><div>Sie kannten</div>,ich werde kennen&nbsp;<div>du wirst kennen&nbsp;</div><div>er/sie/es wird kennen&nbsp;</div><div>wir werden kennen&nbsp;</div><div>ihr werdet kennen&nbsp;</div><div>Sie werden kennen</div>,ich habe gekannt&nbsp;<div>du hast gekannt&nbsp;</div><div>er/sie/es hat gekannt&nbsp;</div><div>wir haben gekannt&nbsp;</div><div>ihr habt gekannt&nbsp;</div><div>Sie haben gekannt</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to know or be aware of&nbsp;[sound:googletts-877cd0c7-708948d0-d689587b-bbfe93f4-96cf563f.mp3],"Do you know this woman? - No, unfortunately not. [sound:googletts-830ddcdc-763159a1-d10d4961-c4c0c00f-cdef23ad.mp3]","Kennen Sie diese Frau? – Nein, leider nicht. [sound:googletts-af4fb0fa-0d031f9b-8b5b488e-d79b5304-0a984e6c.mp3]",
A1-VERB-80,A1,,kennenlernen [sound:googletts-b80da3e3-0246ef77-2717e960-1b67e454-77de478d.mp3],get to know,,ich lerne kennen&nbsp;<div>du lernst kennen&nbsp;</div><div>er/sie/es lernt kennen&nbsp;</div><div>wir lernen kennen&nbsp;</div><div>ihr lernt kennen&nbsp;</div><div>Sie lernen kennen</div>,ich lernte kennen<div>du lerntest kennen&nbsp;</div><div>er/sie/es lernte kennen&nbsp;</div><div>wir lernten kennen&nbsp;</div><div>ihr lerntet kennen&nbsp;</div><div>Sie lernten kennen</div>,ich werde kennenlernen&nbsp;<div>du wirst kennenlernen&nbsp;</div><div>er/sie/es wirdkennenlernen&nbsp;</div><div>wir werden kennenlernen&nbsp;</div><div>ihr werdet kennenlernen&nbsp;</div><div>Sie werden kennenlernen</div>,ich habe kennengelernt&nbsp;<div>du hast kennengelernt&nbsp;</div><div>er/sie/es hat kennengelernt&nbsp;</div><div>wir haben kennengelernt&nbsp;</div><div>ihr habt kennengelernt&nbsp;</div><div>Sie haben kennengelernt</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to get to know [sound:googletts-d3f656c7-a1d0193d-215e35b2-39f45090-2c5cb9d6.mp3],We are new here. We would like to know you. [sound:googletts-25b10c33-17608ce5-be9234ce-35449ece-d140107a.mp3],Wir sind neu hier. Wir möchten Sie kennenlernen. [sound:googletts-be8be66c-26feaaad-5bcf48d2-40e60747-3065d6a1.mp3],
